year	cleaned_tweets
2010	머 이런 G랄 같은.. RT @varkjiwon: 방금 한남대로 육교위를 걸어가다 한남대로가 (cont) http://tl.gd/6ta47t
2010	행복한남과여 특강예정이었던 개그맨이자 인하대93학번선배님인 이혁재씨가 자숙기간 특강에 대한 우려에 대한 학우들에게 글을남겼네요. http://j.mp/gZXZIS #inhaian
2010	#arb4art 서울 한남, 미술관안내데스크 영어가능자 모집, 주6일(월휴무) 고객응대 및 발권, 4대보험, 연차,정기휴가, 퇴직금 (연봉1,900만원) http://bit.ly/aM2fYe
2010	CJ택배 한남영업소와 황당한 배달원... http://bit.ly/gaaOSz #MinyBlog
2010	동희오토 | 농성단은 오늘도 정몽구 한남동으로 정몽구회장을 만나러 갑니다. 오전 11시 한남대교 북단 한남오거리에서 선전전이 진행됩니다. 멀리 계신 분들은 트윗소식을 널리 알려주시면 고맙겠습니다. 고맙습니다. 꾸벅! (_ _;)
2010	다음주 모습을 드러낼 &lt;블링&gt; 12월호에서 만날 수 있는 것. 일러스트레이터 @koohs 인터뷰와 디자인코리아 인 한남, 글로벌개더링의 영웅 @idiotape 과 @soy_alice 의 밴드 라즈베리필드 인터뷰 그리고 화제의 @cutandpasteme
2010	디자인코리아 2010 인 한남에서 디자이너로 참여하게된 '구혜선' 씨의 인터뷰 스케치 입니다. 보다 자세한 내용은 이번달 매거진 The Bling에 올라올 예정입니다. 영상 클릭! http://www.vimeo.com/17278330
2010	@brandlee85 관련기사요 http://www.cctoday.co.kr/news/articleView.html?idxno=310798 한남대역있죠? 중촌 가수원 회덕 신탄진도 획기적인 개선이되지요
2010	@claire0312 [요기]라고 쓰인 곳. http://j.mp/i7QNNk 한남오거리에서 유엔빌리지 가는 길 우측에 있어요.
2010	내일입니다! 디자인코리아 인 한남의 세번째 디자이너하우스파티가 금요일 오후8시 한남동31-5번지(한남오거리 멕시코대사관 골목50m)에서 또한번 즐거움을 함께하고자 합니다! http://bit.ly/hM8BDW
2010	많은분들이 궁금해하시는 DK인한남 두번째 디자이너하우스파티가 오늘 저녁8시 한남동31-4번지(한남오거리 멕시코대사관 골목 50m)에서 합니다 오늘의 컨셉은 포트럭이랍니다 막걸리와 맥주는 무한대 준비되었으니 자신의 취향의 안주를 가져오시면 됩니다^^
2010	그눔들 과잉대응이네요;;쳐다보지도 못하나ㅡㅡ; RT @bluebazo: 컥... RT @varkjiwon 방금 한남대로 육교위를 걸어가다 한남대로가 뚤려있고 패트롤카와 리무진이 아래로 지나가길래 잠깐 아래를 내려... http://dw.am/LDTAG
2010	안내)G20정상회의기간동안 강남권화물차통행제한- 11/12(금)07:00~22:00.제한구역-한남R~청담교동단~탄촌1교~양재역~한남R구역내.제한내용-3.6톤이상화물차,건설기계특수자동차,고압가스운반탱크로리,폴발물운반자동차 #poltra
2010	허. RT @varkjiwon 방금 한남대로 육교위를 걸어가다 한남대로가 뚤려있고 패트롤카와 http://tl.gd/6tbgnd
2010	어이상실! RT @varkjiwon: 방금 한남대로 육교위를 걸어가다 한남대로가 뚤려있고 패트롤카와 리무진이 아래로 지나가길래 잠깐 아래를 내려보는 순간 갑자기 경찰두명에게 손을 뒤로 꺾여 끌려나갔다. 아이폰이 떨어졌지만 행렬이 끝날때까지 줍지못했다
2010	[G20 교통통제 안내 3탄] 11월 12일(금) 7시~22시 한남R~청담교동단~탄천1교~양재역~한남R 구역 내 3.6톤 이상 화물자동차, 건설기계 등 통행제한조치. http://twitpic.com/35ahx6
2010	RT @allurekorea: 꼼데가르송 한남 Six 갤러리의첫번째전시. David Lynch의 독립영화와 (cont) http://tl.gd/6qhsui
2010	꼼데가르송 한남 Six 갤러리의 첫번째 전시. David Lynch 의 독립영화와 회화작품을 볼 수 있어요! 거장의 낯선세계와 꼼데가르송의 아이덴티티가 조우하는 전시는 1월2일까지 열립니다. http://yfrog.com/0aj33wj
2010	디자인코리아2010 D-30 party가 11월 6일 한남동 51-3번지 디자인코리아 한남타운에서 벌어집니다! 같이갈사람~무료티켓 제공!
2010	http://bit.ly/ccq67c 디자인코리아 인 한남 ~ 한남동 일대에서 디자이너들의 공간이 두달동안 만들어집니다~
2010	국내외 디자이너들 동거 '창작 거주 프로그램': 국내외 디자이너들이 같이 먹고 자며 창작하는 프로그램이 오는 6일부터 두 달간 한남동 일대에서 진행된다.   `디자인 코리아 2010 인 한남`이란 별칭을 ... http://bit.ly/bJmD75
2010	한남5거리 근처 식당 중 으뜸 :) “@ophilia: 미나토 벤또. 가격은 식당의 두배지만 맛은 열배 http://yfrog.com/73dgdj”
2010	+_+ RT @Coupang: 정통인도레스토랑 '차크라' 50% 할인쿠팡. 인도대표요리:커리2가지+탄두리치킨2+사모사2+난2=2인세트 이태원/한남/송탄/수원점 이용가능. http://twitpic.com/2xad5n http://coupang.com/
2010	#182 http://twitpic.com/2x3wy3 【이효정】86년4월10일,서울 용산구 한남1동,발생경위:가출,쪽박귀,오른쪽 눈밑에 작은점,새가슴,女당시만12세
2010	@Solarplant apgujung길, 한남-현대백화점 사이의 신한/우리은행 사이골목으로 들어가면 되요!! You coming?
2010	RT @poltra02 강남대로(한남방향) 강남역→교보타워사거리 2차로 추돌사고 주의운행 #poltra
2010	RT @6sungjin: #CDi 서울 시내 17곳 교통통제 상암지하차도,한남고가,외발산사거리,살곶이길,올림픽 개화육갑문,연희지하차도,노들길 양화대교 및,양평동사거리,잠원로,염천지하차도,천호대교 상일사거리,두무개... http://dw.am/L8OTH
2010	KBS 뉴스9 박영환 앵커입다^^ (이 시각 현재 교통통제 지역 널리 전파요)1) 오류동역 침수로 경인 전철 전 노선 마비 2)침수로 통제된 도로:상암 지하차도,한남고가도로,외발산 4거리,성동구 마장 2교 부근,... http://dw.am/L8NjX
2010	RT @DEMOKOREA: △상암지하차도 △한남고가 △내발산사거리 △살곶이길 △대화육갑문 △연희지하차도 △무교동길 △노들길 △양평교사거리에서 노들길 진입로 △잠원토끼굴에서 미성아파트로 나가는 길 △잠실대교 남단에... http://dw.am/L8Nj2
2010	16:02 RT @schbard: RT @Hmleepd1 11학동사거리12한남고가13외발산사거리14선릉역사거리15연희지하차도16삼암지하차도17살곶이도로18무교동차로19광화문역20양천구일대 21청계천22신도림역일대... http://dw.am/L8NZ7
2010	RT @ShesMD: [침수관련 도로통제 소식-15:46현재] 묵동길,살곶이길,연희지하차도,상암지하차도,올림픽대로 개화육갑문,외발산사거리,한남2고가차도,노들길연결로 (양평동),잠원로,내부순환로 홍제하향램프(성수방향),노들길 성산대교남단
2010	오후 3시 현재 상암지하차도와 한남고가도로, 외발산사거리, 성동구 마장2교 부근, 올림픽대로 개화6관문, 연희지하차도, 무교동길 모전교 부근, 노들길, 양평동 사거리에서 노들길 진입로, 올림픽대로 잠실대교 남단 등 11곳의 차량 통행 통제
2010	&lt;매경속보&gt; 상암지하차도, 한남고가, 올림픽대로, 개화6관문, 잠실대교남단 등 11곳 통제 #mksokbo
2010	RT @16445000: 14:30분 현재 교통통제 한남동 한남고가 양방향, 강서구 외발산동 로타리 각방향, 적십자사거리마장2교 간 신답철교 밑,  올림픽대로 개화육갑문(올림픽대교방화동), 연희지하차도 양방향, 무교동길(무교통→모전교, 일방통행)
2010	정리 고맙습니다. RT @GOODYEAST: @kimjuha 침수지역요약: 목동 일대, 남부순환로 일부, 강서구청사거리, 홍대역 인근, 신월IC, 선릉역 인근, 인천 가정삼거리, 한남2동 고가차도, 종로 인근
2010	서울 한남2 고가차도 근처 침수로 차량통제
2010	한남뉴타운 5구역 단독주택 ＂자꾸 눈길 가네＂ http://bit.ly/cuSHZc
2010	[09:22] 북부간선도로 (종암방향) 시계~하월곡 정체 (구리방향) 신내IC~시계 약간의 지/정체  //  남산1,2,3호 터널 (도심방향) 소통원활 (강남방향) 1호터널 요금소이전~ 한남2고가 정체 기타구간정보 http://j.mp/aouqhl
2010	[09:16] 경부고속도로 (한남방향) 양재이전~반포IC 정체, (양재방향) 한남~반포 정체 기타구간정보 http://j.mp/aouqhl
2010	경부고속국도 (양재방향)한남IC-&gt;서초IC, (한남방향)양재IC-&gt;반포IC 차량증가로 정체 안전운행 #poltra
2010	RT @GS_Yang: 한남고가 남단에 빗물이 흘러넘쳐 한남대교로 진입하려는 차량과 한남대교를 건너온 차량들이 심하게 정체되고 있으니 다른 경로를 이용하시는 것이 좋을 듯 합니다..^^
2010	방금 한남오거리에서 왠 할머니가 젊은이를 구타하는 모습을 보았어요. 젊은이가 차를 잘못 주차해놔서 시비가 붙었는데 할머니가 차에서 내리자마자 젊은이를 마구 폭행; 와.. 백발 노인이라도 이건 좀 아닌듯. 불쌍한 젊은이..
2010	특이한곳 .. (@ Takeout Drawing 한남) http://4sq.com/dB5FP1
2010	[18:52]경부고속도로(한남방면)양재~서초 정체, 올림픽대로 김포방향 연결로 정체, (양재방면)한남~양재 지정체, 남산(강남방면)1,2,3호 전구간 정체, 기타 구간 정보는 http://www.smartway.seoul.kr/index.html
2010	I'm at Paris Croissant 한남점 (용산 한남 273-3, 서울). http://4sq.com/aBvGQi
2010	한남공연장은 언제 오픈에요? 이천석? “@KangnamRadar: 낮잠자던중 축하할일이 (cont) http://tl.gd/3h83gl
2010	요즘 분위기는 좀 어떠신가요? RT @asclepina: 한남2구역을 돌아보는 중입니다 한남3구역보다 길상태는더 안좋은 것 같네요 #재개발_ #부동산_ #용산_ http://yfrog.com/mo63cyj
2010	RT @15882504: (14시상황)경부선(서울)양재-반포6km(부산)한남-서초5km서해안선(서울)일직-금천4km(목포)매송-발안2km정체,외곽선(일산)소래터널-중동7km정체http://twitpic.com/2m1ese
2010	[와인당*당원매장] RT @kisukkwon #와인_ [햄버거, 파스타, 데리야끼 전문점, 바]/[한남동]오렌지킹/02-749-5515/한남대교북단 밑 한남오거리에서 순천향대학병원방향 70m 우측./수제버거,스테... http://dw.am/L7Hug
2010	로스앤젤레스 한인타운 올림픽-버몬트에 있는 한남체인' 말인가요? “@du0280: RT (cont) http://tl.gd/3gan7q
2010	&lt;안내&gt; 경부고속도로 평일 버스전용차로제 시행중입니다. (구간 : 한남~오산 / 시간 : 07:00~21:00) 9인승 이상 승용·승합차는 6인이상 탑승시 이용 가능합니다. #poltra
2010	I'm at 피자헛 (Pizza Hut) (용산구 한남동 76-6, 한남점, Seoul). http://4sq.com/9C8vR9
2010	오정로. 한남5가→농수산시장5가. 한남5가 지난지점. 하위차로에 고장차량 정차. 참고 운행하시기 바랍니다. #poltra
2010	당신 둘 보면 자기들끼리 띄워주기놀이 하는것같아.들켰어.우엑.ㅎㄷㄷRT @Purple_Dream_: @sjkye #강남서초와인당_ 흠...허위사실유포로구만-.-; 요즘전문직보다대기업다니는착실한남정네가인기가더많데 ㅋ 난강원도 생활보호대상 군의관이야 ㅠㅜ
2010	"경부고속도로 서울방향
대전터널 부근 3차로에서는 사고처리중이라
이부근 혼잡한 모습인데요. 
살펴서 지나셔야 겠고  
양재부근에서 반포사이도 6km구간
속도 못내고 있습니다.
부산방향도 한남에서 서초사이 
밀려 지나고 있습니다."
2010	#부동산_ 한남뉴타운 소식 부동산 안정화 대책후에도 조용하네요 계신 곳은 어떠신지요? http://bit.ly/9TZWne
2010	@asdsas0 한남 오거리에 있는 '파리크라상 카페'에요~^^ 사람 얼굴만한 그릇에 눈얼음을 수북히…션합니다!!^^
2010	압구정로(한남IC방향) 성수대교남단사거리→구정중교 2차로 추돌사고 주의운행 #poltra
2010	한남대학교 학술정보관에 발도장 쿡!, 책보러!! @imintwit http://bit.ly/au2yB3
2010	오정로, 한남오거리에서 농수산시장오거리 방향으로 밀리고 있습니다. #tbntraffic
2010	tweekynote 첫 사용^^ @ 한남오거리
2010	한남대학교 사회과학대학에 발도장 쿡!, 오늘도 1교시! 신나게! 아자아자!! @imintwit http://bit.ly/au2yB3
2011	[RT]포스 팸 양요섭 입니다!! 더많은 이쁜이들을 만나고 싶네요^^ 착한남자임둥..ㅋㅋㅋ 얼른 다가와요
2011	9월 28일 수요일 바로 오늘! 한남대학교에서! 저녁9시30분부터 자판기커피숍, 이길승밴드, 어쿠스틱머신, 힙합팀mhstudio, 핑거스타일김성훈씨가 버스킹을 한답니다! 버스킹알아요? 대전밴드얼마나알아요? 같이알고 같이즐겨요!!! RTRT!!!
2011	스티브 요니 12ss catwalkshow가 돌아오는 수요일 19일 저녘 6시 setec에서 열리는데요... 쇼끝나고 밤 9시부터는 스티브요니 한남스토어에서 afterparty가 열려요~ 아기자기한 하우스파티를 준비하고자 하는데...
2011	"한남오거리의 ""5mile"" 오픈카페 테라스 앞의 전경~ 샴페인 한잔중!! ^^  http://yfrog.com/ob4vbkj "
2011	박근혜 전 대표, 한남대학교 학생들과 '진심 대화' @GH_PARK 방송보기 ☞ http://www.hoparkfamily.net/board/index.html?id=free&amp;no=24768 …
2011	회의가기 전엥 팩 중인 맹구@@ 그래 난 관리 좀 철저한남자임ㅋㅋ http://twitpic.com/6y7scf 
2011	다음 중 가장 멍청이는? 경부고속도로 양재-반포구간에서 사고내는 멍멍이 vs 올림픽대로 한남-영동대교에서 사고내는 멍멍이
2011	난 어제 다녀왔는데. 이 집의 단점은 한번 먹으면 일주일 내내 생각나게 한다는 거. RT @KimSangA: 이태원 동아냉면~ 드디어 와보네^^*  @ 동아냉면 한남점 http://instagr.am/p/R2KIi/ 
2011	문화와 예술, 그리고 인간에 대해 탐구하는 흥미로운 철학수업! [KOCW 철학] 문화예술철학/한남대학교/황종환 http://blog.naver.com/kocwblog/110124689148 …
2011	"""낭만 모바일의 시대는 열리는가?"" 주제의 MobileWebApps 컨퍼런스  #mwac 참석 중. 다음커뮤니케이션 한남오피스 1층 강의장. 가까이에 있는 분들 참석하심 좋을 듯 합니다.  http://bit.ly/vo9Mgu "
2011	[추천 : 한남대학교 교수 초빙] 10/26~10/31, 대전, (수학/통계학, 컴퓨터/정보통신/산업, 화공/환경/고분자/섬유, 영어영문학...) http://bit.ly/ouTCEP  #hibrainnet
2011	내일 저녁 약속없으신 분! 7시 30분 이태원 한남공영주차장 앞 오룸다이닝 3층, 노란바탕붉은글씨 '커튼홀' 로 놀러오세요. 디자이너그룹 '액션서울'이 오픈토크합니다. 짧은 앞담화에 이은 긴 뒷담화 즐기러 오세요. http://Www.curtainhall.net 
2011	뉴스에서 태어난 만화속세상이 올 11월 뮤직 영화와 함께 엔터서비스로 새출발합니다 저는 동료분들과 함께 서울 한남오피스로 자리를 옮겨 인간성 바닥 만화 담당자로서 계속 작가님들께 미움을 받을 예정입니다 제주 오실 계획있으시면 서두르세요
2011	[U리그 챔피언십 8강] 한남-울산대..홍익-동국대 4강 맞대결 -&gt; 4강 진출팀이 가려졌네요. 한남대가 연세대에 이어 고려대마저 격침했습니다~ 자세한 내용은 여기로~ http://bit.ly/scVMTv 
2011	RT @AliciaGaIn: 어제 한남동 한남오거리부근에서 검은색 갤럭시S습득하신분 계시면 사례하겠습니다.검은색 케이스에 연보라색 운동화끈으로 장식된 핸드폰입니다. 핸드폰에 저희집 현관 카드키가 달려있어요.습... http://dw.am/Llsbv 
2011	[송영대의 일상]한남대학교에 도착. 강의장을 확인해보았다. 일반 강의장을 생각했는데 생각보다 강의장이 크다. 살짝 긴장감이 더하기 된다.  http://twitpic.com/6knato 
2011	이번 UXCampSeoul의 공식 포스터 입니다:) 드디어 이번주 토요일 이네요! 다음커뮤니케이션 한남 오피스에서 만나요! pic.twitter.com/3s7cxZqP
2011	[18] 한남로 (한남대교방향)한남1호터널남단 -&gt;한남2고가차도  (퇴계2가방향) 남산1호터널요금소-&gt;퇴계2가  차량증가 정체 안전운행 #poltra
2011	박근혜는 '정파싸움'을 하지 않아요. 16일에는 '2011 소기업·소상공인 대회'에서, 21일에는 '인덕대학교'에서, 23일에는 대전 '한남대학교'와 '대전대학교'에서, 26일에는 팬카페들의 '사랑의 김장담그기'에서, 국민들과 함께 한 박근혜.
2011	[KOCW 국어국문학]현대시론 / 한남대학교 / 신익호 교수 http://blog.naver.com/kocwblog/110125019985 …
2011	@Bae9018 나 로맨틱한남자임
2011	2년전에 촛불집회 할때도 그랬었죠. RT @for_clair: 한남에서 남산터널 전면통제입니다. 우회하셔야할듯. 무슨일인지 알수 없음. 경찰통제
2011	"좋더냐?그녀의 사학법반대로 지금의 너희 부모가 등골빠지는것을 알고는 있나...빈 깡통들!""@artxoma: 멍청대 텅텅소리난다요 RT @woorimam:  RT @kscho2238: 대전 한남대학교... http://dw.am/LnfLv """
2011	[Juspot] &lt;New 저스팟존 Event&gt; 댓글 응원 감사드립니다. 23일 정오에 이태원,한남과 압구정,청담 지역이 열리고, 24일 정오에는 명동과 삼청동 지역이 열립니다. 앞으로 ... #juspot http://juspot.com/_roZRnw 
2011	"매국노라고 외쳐야지!! RT @ChykLuv: 박근혜 전 한나라당 대표가 23일 대전 한남대학교를 찾아 학생들과 간담회를 갖고 나서 학생식당에 들러 배식..ㅋㅋ 난 아까 딴사진봤냐? 
http://twitpic.com/7i853j "
2011	"박근혜 “한나라당 벌 받은것…국민 마음 돌아서”:  즐거운 대화
박근혜 전 한나라당 대표가 23일 대전 한남대학교를 찾아 대전권 학생들과 얘기를 나누고 있다. 연합뉴스한나라당 박근혜 전 대표는 23일 10ㆍ26 재보선에서 드러난 젊은층의 ..."
2011	[Juspot] &lt;New 저스팟존 Event&gt; 광화문,종로와 삼성,코엑스 지역이 열렸습니다! 이제 남은 지역은 네 개! 삼청동/이태원,한남/압구정,청담/명동/ 중 내일은 어느 지역을 열... #juspot http://juspot.com/_zZvY2g 
2011	서울시는 오는 11일(금) 오전10시, 용산구 한남동 시립한남직업학교 강당에서 서울시 소재 노인복지관 어르신을 모시고 「제2회 어르신 외국어 말하기 대회」를 연다고 합니다.=&gt;http://j.mp/rFzqdp 
2011	@skc_dj 아니 ㅋㅋㅋㅋㅋㅋ기냥 한남동하니깐 뭐가 생각나서
2011	RT @AliciaGaIn: 어제 한남동 한남오거리부근에서 검은색 갤럭시S습득하신분 계시면 사례하겠습니다.검은색 케이스에 연보라색 운동화끈으로... http://dw.am/LltTo 
2011	한남동 쪽 계신분들...한남타워와 한남초등학교, 다음커뮤니케이션부근계신분들..네이트 분실폰 찾기 들어가서 01025655531 검색 부탁드려요..혹시나 하는 마음에..ㅠ..ㅠ
2011	염홍철 대전시장, “대전 대덕구민 숙원사업 적극 지원” http://j.mp/s2YUuI  지난 4일 금요민원실에서 대덕구 읍내어린이놀이터 개보수 사업과 한남 고가차도 아래 편의시설 설치를 약속했습니다.^^
2011	RT바람)이제어떻게해야하나요? 분실폰위치추적해보니..한남타워와다음케뮤니케이션근처고..잃어버린블루스퀘어가든과는약간의거리가있네요..4일오전에폰은꺼져있었는데..확인한바로는5일에꺼진걸로나오고..분명누군가들고간거겠죠? 경찰신고는했는데..이제어떻게해야하나요?
2011	제37회 한남대학교 학군단 지용제가 11월 5일 14시에 성지관에서 열립니다. 후보생의 지인뿐만 아니라 학군단에 관심있는 남녀노소 누구나 환영합니다^o^  넓은 성지관을 채워주세요&gt;•&lt; http://yfrog.com/h7meojrcj 
2011	매주 토요일 성경적상담 자기대면( self-confrontation) 무료강좌가 개설되었습니다 우울증 두려움 성문제 결혼관계 등 인생의 문제를 극복하고자 하는분이나 상담공부하시는 분은 참석하세요 /한남 노가리 갈보리채플 02-798-5411
2011	11:23 휴일 안전 운전 하세요~ RT @poltra02: 경부고속도로 (한남방향) 양재IC→서초IC 2차로 추돌사고로 정체 주의운행 #poltra
2011	한남대학교 20주년 졸업작품전 프리뷰 지극히 개인적인 :) http://bit.ly/pe7P65 
2011	재규어가 전시를 합니다! '오픈 유어 아이즈' (Art Meets Motors)’ 회화,조각,미디어 등 유명 작가 4인(국대호,김인태,윤현정,하청요)참가. 재규어 랜드로버 한남 전시장. 11월 6일까지. http://yfrog.com/h7poptp 
2011	[축구선수 이민수당] 이름::이민수 소속구단::한남대학교 포지션::FW 출생::1992년 1월 11일 신장/체중::178/67 경력::2011년 7월 FIFA U-20 월드컵 국가대표 U-20 청소년.. #이민수_ http://bit.ly/o894Jn 
2011	한남대학교 농구지도법 강의[유아체육지도자,유소년축구지도자,유소년농구지도자,유소년인라.. http://durl.me/hgwgq  한남대학교 농구지도법 강의 사진입니다.[유아체육,유소년축구,유소년농구,유소년인라인,유소년수영지도자자격증연수][웃음운동 특강,
2011	내일(9월 30일) 한남 Daum 사옥에서 17회 MWAC가 열립니다. http://onoffmix.com/event/3838  자유로운 토론 내용이 궁금하신 분은 등록 여부와 무관하게 참석가능합니다. 자리가 약간의 여유는 있어 보이네요. #FB
2011	@HNUpr (주)루키스 채용상담회를 금일 한남대학교 린튼 기념공원에서 진행되고 있습니다. 많은 참여 바랍니다.
2011	"9월 28일 수요일 저녁 8시궁동 욧골공원에서,
그리고 이동하여 한남대학교 (cont) http://tl.gd/dbbka6 "
2011	"한남동에 친환경 유기농 가게 ""농부로부터""가 오픈했어요 파주에 본매장이 있고 서울엔 한남점이 유일하다니 정말 복받은 동네죠 직원도 친절하고 채소도 신선해서 좋아요 과자랑 가공식품도 많네요"
2011	아침부터?? ㅎㅎㅎ “@yosook: I'm at 동아냉면 한남점 (서울특별시 용산구 한남동 657-43, 서울특별시) http://4sq.com/qvEtjs ”
2011	[안내] 경부고속도로 주말 버스전용차로제 시행 중입니다.(구간:한남~신탄진/시간: 07:00~21:00) ※ 9인승 승합차는 6인승 이상 탑승 시 이용 가능합니다. #poltra
2011	"&lt;고속도로07:40&gt;
[경부선] 서울방향 서초나들목 화물차 사고 처리는 끝났지만, 판교분기점-서초 11km 극심한 정체. 반대쪽도 한남-서초 5km 밀려요. #분당 #bundang"
2011	오리가준 커피 먹으로가야겠다~룰루 RT @luvliness128: @me_sure25 ㅋㅋㅋㅋㅋㅋ25세남기모. 회사원남기모. 피곤한남기모. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어쩌누 커피라도마셔봐
2011	@watchful_az @janbanlee 그리고 미쿡이나 유럽 쪽의 식자재 및 조미료, 향신료 등은 한남동 볼보 자동차 매장 옆 한남수퍼 역사와 전통 자랑하고 있습니다. 가격도 괜춘~~
2011	@JanbanLee 한남수퍼. 까지 가기가 귀찮을수도.
2011	"@shp7575 @kimkasu 소현누님 저 태사자 했던 형준이랍니당 안냐세여~ 어제 형수님 바람피셨단 소문들었어여 
어제 친한동생들하고 한남볼링장가서 볼링 치고 나오는데 동생들이 소현누님이랑 ss501김형준님이랑 몇몇분들하고 봤다고 하더라구여~~"
2011	레옹의 마틸다도 아저씨의 꼬마도 미소녀는 악한 남자에 끌린다. 본능적으로 선한남보다는 악한남에게 매력을 느끼는 걸까. 아니면 강한남자에게 끌리는 걸까.  답은 미남.
2011	@youtheloving 현장공개가 원칙이나 특별히 알려드리자면... bim bom 이라는 자그마한 집입니다. 한남오거리에서 유엔빌리지쪽으로 우회전해서 건너편 @noribaku @bluepillow
2011	사려니 한남 시험림 트래킹  http://twitvid.com/HOIKG 
2011	한남오거리에 위치한 오마일 5mile. 화장실 벽사진. 갑자기 여행가고 싶다.  http://twitpic.com/6h7qhe 
2011	[교통상황] 경부고속도로 아침부터 계속되고 있는 정체 풀리지않고, 정체구간만 계속 증가되고 있습니다.신갈방향(한남ic-&gt;반포ic)극심정체, 서울방향(양재ic-&gt;서초ic)극심정체로 운행어렵다고 하네요ㅠㅠ
2011	한남 꼼데가르송 매장에 전시된 1997 S/S 컬렉션 피스가 놓인 공간에는 조명이 켜져있지 않아요. 이유는? 세상에 하나밖에 없는, 패션사에 중요한 작품이므로빛에 색이 변할수 있기 때문이죠. 그만큼 귀한 작품이라는 이야기
2011	한남뉴타운 개발 사업에 탄력이 붙고 있다.#fb http://bit.ly/rgWI2s 
2011	@next2us2 한남오거리 근처에요. 약수역 부근이라하기엔…좀 멀겠죠;;; @jiujitsushyguy
2011	@dalimom @Heyzzi 스맡트한남자라덬ㅋㅋㅋㅋㅋㅋ
2011	@Jihong225 오홍홍ㅋ 그렇군ㅋ 역시 주눠니 쿨한남쟈ㅋㅋㅋ @jununida @tcamelliat
2011	강남대로(한남방향) 영동1교-&gt;양재역, 뱅뱅사거리-&gt;강남역, 논현역-&gt;신사역 차량증가 지,정체 안전운행 #poltra
2011	땀으로 쓸려 나갈 거야. (@ 동아냉면 한남점) [pic]: http://4sq.com/qPLYYD 
2011	서울시, 성수·한남구역 ‘사업비 및 분담금 추정프로그램’ 활용…조합설립 동의서 징구 착수 http://www.newswire.co.kr/newsRead.php?no=567617 …
2011	#한남대_ #한남_ #한대당_ 안녕하세요~ 개강입니다~ 다시 힘차게 슬슬 가봅시다~ ,,오늘 교직원식당메뉴는 뼈다귀탕-_-))
2011	서울시는 공공관리 시범사업지인 성수전략정비구역과 한남뉴타운 9개 구역을 대상으로 사업비ㆍ분담금 추정프로그램을 활용한 조합설립 동의 절차를 시작했다고 1일 밝혔다...분담금을 추정하게됨에 따라 해당지역 재개발 투자에 막연한 기대감이 사라질것 같습니다
2011	한남뉴타운 사업 탄력 받다 http://bit.ly/oV9h5f 
2011	경부고속국도(한남방향) 달래내고개-&gt;반포IC,(판교방향) 한남IC-&gt;서초IC 차량증가 정체  안전운행 #poltra
2011	[한대당] ' ㅅ')&gt; 개강맞이 한남대학교 신당창당!!! 한남대학교 관련인이라면 누구나 환영!! 학과,나이,성별불문!! 왠지 기존한남당이 시들해진것같아 9월간 한시적으로 맹글어보는 그런당!! 별로 호.. #한대당_ http://bit.ly/qjwbsY 
