year	cleaned_tweets	tokenized_tweets
2010	암만 ~ RT @mua35: 쪼잔한남자. 증말시러 ㅋ RT @Cool_PD: 오홋 자신감이 생긴다!!!ㅎㅎRT @VagueTrust: 우유부단한남쟈 @MENTHOL102: 멍청한 남자 ㅋ @V 지밖에모르는 남쟈@... http://dw.am/LCGYy	['암만/MAG', '~/SY', 'RT/SL', '@/SY', 'mua/SL', '35/SN', ':/SC', '쪼잔/XR', '한/XSA+ETM', '남자/NNG', './SF', '증말/MAG', '시러/XSA+EC', 'ㅋ/IC', 'RT/SL', '@/SY', 'Cool/SL', '_/SY', 'PD/SL', ':/SC', '오/NR', '홋/UNKNOWN', '자신/NNG', '감/XSN', '이/JKS', '생긴다/VV+EF', '!/SF', '!!/SY', 'ㅎㅎ/IC', 'RT/SL', '@/SY', 'VagueTrust/SL', ':/SC', '우유부단/NNG', '한/XSA+ETM', '남/VV', '쟈/EC', '@/SY', 'MENTHOL/SL', '102/SN', ':/SC', '멍청/XR', '한/XSA+ETM', '남자/NNG', 'ㅋ/IC', '@/SY', 'V/SL', '지/NNG', '밖에/JX', '모르/VV', '는/ETM', '남/VV', '쟈/EC', '@.../SY', 'http/SL', ':/SC', '//SC', '//SC', 'dw/SL', './SY', 'am/SL', '//SC', 'LCGYy/SL']
2010	머 이런 G랄 같은.. RT @varkjiwon: 방금 한남대로 육교위를 걸어가다 한남대로가 (cont) http://tl.gd/6ta47t	['머/IC', '이런/MM', 'G/SL', '랄/VCP+ETM', '같/VA', '은/ETM', './SF', './SY', 'RT/SL', '@/SY', 'varkjiwon/SL', ':/SC', '방금/MAG', '한/MM', '남대/NNG', '로/JKB', '육/NR', '교위/NNG', '를/JKO', '걸어가/VV', '다/EC', '한/MM', '남대/NNG', '로/JKB', '가/VV+EC', '(/SSO', 'cont/SL', ')/SSC', 'http/SL', ':/SC', '//SC', '//SC', 'tl/SL', './SY', 'gd/SL', '//SC', '6/SN', 'ta/SL', '47/SN', 't/SL']
2010	행복한남과여 특강예정이었던 개그맨이자 인하대93학번선배님인 이혁재씨가 자숙기간 특강에 대한 우려에 대한 학우들에게 글을남겼네요. http://j.mp/gZXZIS #inhaian	['행복/NNG', '한/XSA+ETM', '남/NNG', '과/JC', '여/NNG', '특강/NNG', '예정/NNG', '이/VCP', '었/EP', '던/ETM', '개그맨/NNG', '이/VCP', '자/EC', '인하/VV', '대/EC', '93/SN', '학번/NNG', '선배/NNG', '님/XSN', '인/VCP+ETM', '이혁재/NNP', '씨/NNB', '가/JKS', '자숙/NNG', '기간/NNG', '특강/NNG', '에/JKB', '대한/VV+ETM', '우려/NNG', '에/JKB', '대한/VV+ETM', '학우/NNG', '들/XSN', '에게/JKB', '글/NNG', '을/JKO', '남겼/VV+EP', '네요/EF', './SF', 'http/SL', ':/SC', '//SC', '//SC', 'j/SL', './SY', 'mp/SL', '//SC', 'gZXZIS/SL', '#/SY', 'inhaian/SL']
2010	#arb4art 서울 한남, 미술관안내데스크 영어가능자 모집, 주6일(월휴무) 고객응대 및 발권, 4대보험, 연차,정기휴가, 퇴직금 (연봉1,900만원) http://bit.ly/aM2fYe	['#/SY', 'arb/SL', '4/SN', 'art/SL', '서울/NNP', '한남/NNG', ',/SC', '미술관/NNG', '안내/NNG', '데스크/NNG', '영어/NNG', '가/JKS', '능자/NNG', '모집/NNG', ',/SC', '주/NNG', '6/SN', '일/NNBC', '(/SSO', '월/NNG', '휴무/NNG', ')/SSC', '고객/NNG', '응대/NNG', '및/MAJ', '발/NNG', '권/XSN', ',/SC', '4/SN', '대/NNBC', '보험/NNG', ',/SC', '연차/MAG', ',/SC', '정기/NNG', '휴가/NNG', ',/SC', '퇴직금/NNG', '(/SSO', '연봉/NNG', '1/SN', ',/SC', '900/SN', '만/NR', '원/NNBC', ')/SSC', 'http/SL', ':/SC', '//SC', '//SC', 'bit/SL', './SY', 'ly/SL', '//SC', 'aM/SL', '2/SN', 'fYe/SL']
2010	CJ택배 한남영업소와 황당한 배달원... http://bit.ly/gaaOSz #MinyBlog	['CJ/SL', '택배/NNG', '한남/NNG', '영업소/NNG', '와/JKB', '황당/XR', '한/XSA+ETM', '배달원/NNG', './SF', '../SY', 'http/SL', ':/SC', '//SC', '//SC', 'bit/SL', './SY', 'ly/SL', '//SC', 'gaaOSz/SL', '#/SY', 'MinyBlog/SL']
2010	동희오토 | 농성단은 오늘도 정몽구 한남동으로 정몽구회장을 만나러 갑니다. 오전 11시 한남대교 북단 한남오거리에서 선전전이 진행됩니다. 멀리 계신 분들은 트윗소식을 널리 알려주시면 고맙겠습니다. 고맙습니다. 꾸벅! (_ _;)	['동희/NNP', '오토/NNG', '|/SY', '농/NNG', '성단/NNG', '은/JX', '오늘/NNG', '도/JX', '정몽구/NNP', '한남동/NNP', '으로/JKB', '정몽/NNG', '구회장/NNG', '을/JKO', '만나/VV', '러/EC', '갑니다/VX+EF', './SF', '오전/NNG', '11/SN', '시/NNBC', '한남대교/NNP', '북단/NNG', '한남/NNG', '오/NR', '거리/NNG', '에서/JKB', '선전전/NNG', '이/JKS', '진행/NNG', '됩니다/XSV+EF', './SF', '멀리/MAG', '계신/VV+ETM', '분/NNB', '들/XSN', '은/JX', '트윗/NNG', '소식/NNG', '을/JKO', '널리/MAG', '알려/VV+EC', '주/VX', '시/EP', '면/EC', '고맙/VA', '겠/EP', '습니다/EF', './SF', '고맙/VA', '습니다/EF', './SF', '꾸벅/MAG', '!/SY', '(/SSO', '_/SY', '_;)/SY']
2010	다음주 모습을 드러낼 &lt;블링&gt; 12월호에서 만날 수 있는 것. 일러스트레이터 @koohs 인터뷰와 디자인코리아 인 한남, 글로벌개더링의 영웅 @idiotape 과 @soy_alice 의 밴드 라즈베리필드 인터뷰 그리고 화제의 @cutandpasteme	['다음/NNG', '주/NNG', '모습/NNG', '을/JKO', '드러낼/VV+ETM', '&/SY', 'lt/SL', ';/SY', '블링/NNG', '&/SY', 'gt/SL', ';/SY', '12/SN', '월/NNBC', '호/NNBC', '에서/JKB', '만날/VV+ETM', '수/NNB', '있/VV', '는/ETM', '것/NNB', './SF', '일러스트레이터/NNG', '@/SY', 'koohs/SL', '인터뷰/NNG', '와/JC', '디자인/NNG', '코리아/NNG', '인/VCP+ETM', '한남/NNG', ',/SC', '글로벌/NNG', '개더링/NNP', '의/JKG', '영웅/NNG', '@/SY', 'idiotape/SL', '과/NNG', '@/SY', 'soy/SL', '_/SY', 'alice/SL', '의/JKG', '밴드/NNG', '라즈베리/NNG', '필드/NNG', '인터뷰/NNG', '그리고/MAJ', '화제/NNG', '의/JKG', '@/SY', 'cutandpasteme/SL']
2010	디자인코리아 2010 인 한남에서 디자이너로 참여하게된 '구혜선' 씨의 인터뷰 스케치 입니다. 보다 자세한 내용은 이번달 매거진 The Bling에 올라올 예정입니다. 영상 클릭! http://www.vimeo.com/17278330	"['디자인/NNG', '코리아/NNG', '2010/SN', '인/NNG', '한남/NNG', '에서/JKB', '디자이너/NNG', '로/JKB', '참여/NNG', '하/XSV', '게/EC', '된/VV+ETM', ""'/SY"", '구혜선/NNP', ""'/SY"", '씨/NNB', '의/JKG', '인터뷰/NNG', '스케치/NNG', '입니다/VCP+EF', './SF', '보다/MAG', '자세/XR', '한/XSA+ETM', '내용/NNG', '은/JX', '이번/NNG', '달/NNG', '매거진/NNG', 'The/SL', 'Bling/SL', '에/JKB', '올라올/VV+ETM', '예정/NNG', '입니다/VCP+EF', './SF', '영상/NNG', '클릭/NNG', '!/SY', 'http/SL', ':/SC', '//SC', '//SC', 'www/SL', './SY', 'vimeo/SL', './SY', 'com/SL', '//SC', '17278330/SN']"
2010	@brandlee85 관련기사요 http://www.cctoday.co.kr/news/articleView.html?idxno=310798 한남대역있죠? 중촌 가수원 회덕 신탄진도 획기적인 개선이되지요	['@/SY', 'brandlee/SL', '85/SN', '관련/NNG', '기사/NNG', '요/VCP+EC', 'http/SL', ':/SC', '//SC', '//SC', 'www/SL', './SY', 'cctoday/SL', './SY', 'co/SL', './SY', 'kr/SL', '//SC', 'news/SL', '//SC', 'articleView/SL', './SY', 'html/SL', '?/SY', 'idxno/SL', '=/SY', '310798/SN', '한남/NNG', '대역/NNG', '있/VA', '죠/EF', '?/SF', '중촌/NNP', '가수원/NNP', '회덕/NNP', '신탄진/NNP', '도/JX', '획기/XR', '적/XSN', '인/VCP+ETM', '개선/NNG', '이/JKS', '되/VV', '지요/EC']
2010	@claire0312 [요기]라고 쓰인 곳. http://j.mp/i7QNNk 한남오거리에서 유엔빌리지 가는 길 우측에 있어요.	['@/SY', 'claire/SL', '0312/SN', '[/SSO', '요기/NNP', ']/SSC', '라고/VCP+EC', '쓰인/VV+ETM', '곳/NNG', './SY', 'http/SL', ':/SC', '//SC', '//SC', 'j/SL', './SY', 'mp/SL', '//SC', 'i/SL', '7/SN', 'QNNk/SL', '한남/NNG', '오/NR', '거리/NNG', '에서/JKB', '유엔/NNP', '빌리지/NNG', '가/VV', '는/ETM', '길/NNG', '우측/NNG', '에/JKB', '있/VV', '어요/EF', './SF']
2010	내일입니다! 디자인코리아 인 한남의 세번째 디자이너하우스파티가 금요일 오후8시 한남동31-5번지(한남오거리 멕시코대사관 골목50m)에서 또한번 즐거움을 함께하고자 합니다! http://bit.ly/hM8BDW	['내일/NNG', '입니다/VCP+EF', '!/SF', '디자인/NNG', '코리아/NNG', '인/VCP+ETM', '한남/NNG', '의/JKG', '세/MM', '번/NNBC', '째/XSN', '디자이너/NNG', '하우스/NNP', '파티/NNG', '가/JKS', '금요일/NNG', '오후/NNG', '8/SN', '시/NNBC', '한남동/NNP', '31/SN', '-/SY', '5/SN', '번지/NNG', '(/SSO', '한남/NNG', '오거리/NNG', '멕시코/NNP', '대사관/NNG', '골목/NNG', '50/SN', 'm/SL', ')/SSC', '에서/JKB', '또/MAG', '한/MM', '번/NNBC', '즐거움/NNG', '을/JKO', '함께/MAG', '하/VV', '고자/EC', '합니다/VX+EF', '!/SF', 'http/SL', ':/SC', '//SC', '//SC', 'bit/SL', './SY', 'ly/SL', '//SC', 'hM/SL', '8/SN', 'BDW/SL']
2010	많은분들이 궁금해하시는 DK인한남 두번째 디자이너하우스파티가 오늘 저녁8시 한남동31-4번지(한남오거리 멕시코대사관 골목 50m)에서 합니다 오늘의 컨셉은 포트럭이랍니다 막걸리와 맥주는 무한대 준비되었으니 자신의 취향의 안주를 가져오시면 됩니다^^	['많/VA', '은/ETM', '분/NNB', '들/XSN', '이/JKS', '궁금해하/VV', '시/EP', '는/ETM', 'DK/SL', '인/VCP+ETM', '한남/NNG', '두/MM', '번/NNBC', '째/XSN', '디자이너/NNG', '하우스/NNP', '파티/NNG', '가/JKS', '오늘/MAG', '저녁/NNG', '8/SN', '시/NNBC', '한남동/NNP', '31/SN', '-/SY', '4/SN', '번지/NNG', '(/SSO', '한남/NNG', '오거리/NNG', '멕시코/NNP', '대사관/NNG', '골목/NNG', '50/SN', 'm/SL', ')/SSC', '에서/JKB', '합니다/VV+EF', '오늘/NNG', '의/JKG', '컨셉/NNG', '은/JX', '포트/NNG', '럭/NNG', '이/VCP', '랍니다/EC', '막걸리/NNG', '와/JC', '맥주/NNG', '는/JX', '무한대/NNG', '준비/NNG', '되/XSV', '었/EP', '으니/EC', '자신/NNG', '의/JKG', '취향/NNG', '의/JKG', '안주/NNG', '를/JKO', '가져오/VV', '시/EP', '면/EC', '됩니다/VV+EF', '^^/SY']
2010	그눔들 과잉대응이네요;;쳐다보지도 못하나ㅡㅡ; RT @bluebazo: 컥... RT @varkjiwon 방금 한남대로 육교위를 걸어가다 한남대로가 뚤려있고 패트롤카와 리무진이 아래로 지나가길래 잠깐 아래를 내려... http://dw.am/LDTAG	['그눔/NP', '들/XSN', '과잉/NNG', '대응/NNG', '이/VCP', '네요/EC', ';;/SY', '쳐다보/VV', '지/EC', '도/JX', '못/MAG', '하나/NR', 'ㅡㅡ/UNKNOWN', ';/SY', 'RT/SL', '@/SY', 'bluebazo/SL', ':/SC', '컥/IC', './SF', '../SY', 'RT/SL', '@/SY', 'varkjiwon/SL', '방금/MAG', '한/MM', '남대/NNG', '로/JKB', '육/NR', '교위/NNG', '를/JKO', '걸어가/VV', '다/EC', '한남대로/NNP', '가/JKS', '뚤려/MAG', '있/VV', '고/EC', '패트롤/NNP', '카/NNG', '와/JC', '리무진/NNG', '이/JKS', '아래/NNG', '로/JKB', '지나가/VV', '길래/EC', '잠깐/MAG', '아래/NNG', '를/JKO', '내려/VV+EF', './SF', '../SY', 'http/SL', ':/SC', '//SC', '//SC', 'dw/SL', './SY', 'am/SL', '//SC', 'LDTAG/SL']
2010	안내)G20정상회의기간동안 강남권화물차통행제한- 11/12(금)07:00~22:00.제한구역-한남R~청담교동단~탄촌1교~양재역~한남R구역내.제한내용-3.6톤이상화물차,건설기계특수자동차,고압가스운반탱크로리,폴발물운반자동차 #poltra	['안내/NNG', ')/SSC', 'G/SL', '20/SN', '정상/NNG', '회의/NNG', '기간/NNG', '동안/NNG', '강남/NNP', '권/XSN', '화물차/NNG', '통행/NNG', '제한/NNG', '-/SY', '11/SN', '//SC', '12/SN', '(/SSO', '금/NNG', ')/SSC', '07/SN', ':/SC', '00/SN', '~/SY', '22/SN', ':/SC', '00/SN', './SF', '제한/VV+ETM', '구역/NNG', '-/SY', '한남/NNG', 'R/SL', '~/SY', '청/NNG', '담교/NNG', '동단/NNG', '~/SY', '탄/VV+ETM', '촌/NNG', '1/SN', '교/NNBC', '~/SY', '양재역/NNP', '~/SY', '한남/NNG', 'R/SL', '구역/NNG', '내/NNB', './SF', '제한/VV+ETM', '내용/NNG', '-/SY', '3/SN', './SY', '6/SN', '톤/NNBC', '이상/NNG', '화물차/NNG', ',/SC', '건설기계/NNP', '특수/NNG', '자동차/NNG', ',/SC', '고압가스/NNG', '운반/NNG', '탱크로리/NNG', ',/SC', '폴/NNG', '발/NNG', '물/NNG', '운반/NNG', '자동차/NNG', '#/SY', 'poltra/SL']
2010	허. RT @varkjiwon 방금 한남대로 육교위를 걸어가다 한남대로가 뚤려있고 패트롤카와 http://tl.gd/6tbgnd	['허/IC', './SF', 'RT/SL', '@/SY', 'varkjiwon/SL', '방금/MAG', '한/MM', '남대/NNG', '로/JKB', '육/NR', '교위/NNG', '를/JKO', '걸어가/VV', '다/EC', '한남대로/NNP', '가/JKS', '뚤려/MAG', '있/VV', '고/EC', '패트롤/NNP', '카/NNG', '와/JC', 'http/SL', ':/SC', '//SC', '//SC', 'tl/SL', './SY', 'gd/SL', '//SC', '6/SN', 'tbgnd/SL']
2010	어이상실! RT @varkjiwon: 방금 한남대로 육교위를 걸어가다 한남대로가 뚤려있고 패트롤카와 리무진이 아래로 지나가길래 잠깐 아래를 내려보는 순간 갑자기 경찰두명에게 손을 뒤로 꺾여 끌려나갔다. 아이폰이 떨어졌지만 행렬이 끝날때까지 줍지못했다	['어/IC', '이상실/NNP', '!/SY', 'RT/SL', '@/SY', 'varkjiwon/SL', ':/SC', '방금/MAG', '한/MM', '남대/NNG', '로/JKB', '육/NR', '교위/NNG', '를/JKO', '걸어가/VV', '다/EC', '한남대로/NNP', '가/JKS', '뚤려/MAG', '있/VV', '고/EC', '패트롤/NNP', '카/NNG', '와/JC', '리무진/NNG', '이/JKS', '아래/NNG', '로/JKB', '지나가/VV', '길래/EC', '잠깐/MAG', '아래/NNG', '를/JKO', '내려보/VV', '는/ETM', '순간/NNG', '갑자기/MAG', '경찰/NNG', '두/MM', '명/NNBC', '에게/JKB', '손/NNG', '을/JKO', '뒤/NNG', '로/JKB', '꺾여/VV+EC', '끌려/VV+EC', '나갔/VV+EP', '다/EF', './SF', '아이폰/NNP', '이/JKS', '떨어졌/VV+EP', '지만/EC', '행렬/NNG', '이/JKS', '끝날/VV+ETM', '때/NNG', '까지/JX', '줍/VV', '지/EC', '못했/VX+EP', '다/EC']
2010	[G20 교통통제 안내 3탄] 11월 12일(금) 7시~22시 한남R~청담교동단~탄천1교~양재역~한남R 구역 내 3.6톤 이상 화물자동차, 건설기계 등 통행제한조치. http://twitpic.com/35ahx6	['[/SSO', 'G/SL', '20/SN', '교통/NNG', '통제/NNG', '안내/NNG', '3/SN', '탄/NNG', ']/SSC', '11/SN', '월/NNBC', '12/SN', '일/NNBC', '(/SSO', '금/NNG', ')/SSC', '7/SN', '시/NNBC', '~/SY', '22/SN', '시/NNBC', '한남/NNG', 'R/SL', '~/SY', '청/NNG', '담교/NNG', '동단/NNG', '~/SY', '탄천/NNP', '1/SN', '교/NNBC', '~/SY', '양재역/NNP', '~/SY', '한남/NNG', 'R/SL', '구역/NNG', '내/NNB', '3/SN', './SY', '6/SN', '톤/NNBC', '이상/NNG', '화물/NNG', '자동차/NNG', ',/SC', '건설/NNG', '기계/NNG', '등/NNB', '통행/NNG', '제한/NNG', '조치/NNG', './SY', 'http/SL', ':/SC', '//SC', '//SC', 'twitpic/SL', './SY', 'com/SL', '//SC', '35/SN', 'ahx/SL', '6/SN']
2010	RT @allurekorea: 꼼데가르송 한남 Six 갤러리의첫번째전시. David Lynch의 독립영화와 (cont) http://tl.gd/6qhsui	['RT/SL', '@/SY', 'allurekorea/SL', ':/SC', '꼼데가르송/UNKNOWN', '한남/NNG', 'Six/SL', '갤러리/NNG', '의/JKG', '첫/MM', '번/NNBC', '째/XSN', '전시/NNG', './SY', 'David/SL', 'Lynch/SL', '의/JKG', '독립영화/NNP', '와/JC', '(/SSO', 'cont/SL', ')/SSC', 'http/SL', ':/SC', '//SC', '//SC', 'tl/SL', './SY', 'gd/SL', '//SC', '6/SN', 'qhsui/SL']
2010	꼼데가르송 한남 Six 갤러리의 첫번째 전시. David Lynch 의 독립영화와 회화작품을 볼 수 있어요! 거장의 낯선세계와 꼼데가르송의 아이덴티티가 조우하는 전시는 1월2일까지 열립니다. http://yfrog.com/0aj33wj	['꼼데가르송/UNKNOWN', '한남/NNG', 'Six/SL', '갤러리/NNG', '의/JKG', '첫/MM', '번/NNBC', '째/XSN', '전시/NNG', './SY', 'David/SL', 'Lynch/SL', '의/JKG', '독립영화/NNP', '와/JC', '회화/NNG', '작품/NNG', '을/JKO', '볼/VV+ETM', '수/NNB', '있/VV', '어요/EF', '!/SF', '거장/NNG', '의/JKG', '낯선/VA+ETM', '세계/NNG', '와/JC', '꼼데가르송의/UNKNOWN', '아이덴티티/NNG', '가/JKS', '조우/NNG', '하/XSV', '는/ETM', '전시/NNG', '는/JX', '1/SN', '월/NNBC', '2/SN', '일/NNBC', '까지/JX', '열립니다/VV+EF', './SF', 'http/SL', ':/SC', '//SC', '//SC', 'yfrog/SL', './SY', 'com/SL', '//SC', '0/SN', 'aj/SL', '33/SN', 'wj/SL']
